Date,Ticker,Close,Target_Risk,pred_logistic,proba_logistic,pred_rf,proba_rf
2025-06-27,BBVA,13.01,0,0,0.2554383706916577,0,0.18533864886115145
2025-06-30,BBVA,13.055,0,0,0.268965972988494,0,0.15703871488037316
2025-07-01,BBVA,12.85,0,0,0.2906235308936257,0,0.28244108442653626
2025-07-02,BBVA,13.035,0,0,0.42523878710713503,0,0.316568543013475
2025-07-03,BBVA,13.255,0,0,0.45430621051736053,0,0.3530102003210514
2025-07-04,BBVA,12.915,0,0,0.4500580740901683,0,0.28433449722737614
2025-07-07,BBVA,13.15,0,0,0.47607485206785355,0,0.28948723510364177
2025-07-08,BBVA,13.365,0,0,0.43995730520717086,0,0.30977319466496817
2025-07-09,BBVA,13.6,0,0,0.4616289239513452,0,0.33532885495633524
2025-07-10,BBVA,13.35,0,0,0.4521182857600484,0,0.3056954087160999
2025-07-11,BBVA,12.935,0,0,0.4636074958287034,0,0.29898826621028596
2025-07-14,BBVA,13.0,0,0,0.4194773411595897,0,0.2680668938008564
2025-07-15,BBVA,12.745,0,0,0.38660481716902456,0,0.25288621098572184
2025-07-16,BBVA,12.695,0,0,0.39169232886428695,0,0.25904589959851904
2025-07-17,BBVA,12.77,0,0,0.3709548949293648,0,0.2818629665750109
2025-07-18,BBVA,12.76,0,0,0.3969850809523103,0,0.28797829794438745
2025-07-21,BBVA,12.665,0,0,0.36028220097855274,0,0.26820508243741714
2025-07-22,BBVA,12.625,0,0,0.37644107348372563,0,0.29244686288520444
2025-07-23,BBVA,12.85,0,0,0.3513074293831709,0,0.28741421481899115
2025-07-24,BBVA,12.995,0,0,0.38464057456412837,0,0.29217741867029823
2025-07-25,BBVA,13.03,0,0,0.40159262156495484,0,0.2952939403083585
2025-07-28,BBVA,13.18,0,0,0.3919102102878998,0,0.2887088887528506
2025-07-29,BBVA,13.5,0,0,0.3720018136381771,0,0.2985408332486878
2025-07-30,BBVA,13.56,0,0,0.38891204606155194,0,0.29999181247038054
2025-07-31,BBVA,14.64,0,0,0.3998891740377453,0,0.33806688271202856
2025-08-01,BBVA,14.355,0,0,0.3737879708094508,0,0.24423473527034478
2025-08-04,BBVA,14.8,0,0,0.4566296067296647,0,0.2807227403999364
2025-08-05,BBVA,14.93,0,0,0.4210924183106531,0,0.2719806190692892
2025-08-06,BBVA,15.24,0,0,0.455039124377528,0,0.32213371888448433
2025-08-07,BBVA,15.495,0,0,0.4059735798256333,0,0.32784197176927843
2025-08-08,BBVA,15.94,0,0,0.486806863152449,0,0.3508995297426582
2025-08-11,BBVA,16.06,0,0,0.48282250759071876,0,0.349977298736015
2025-08-12,BBVA,15.76,0,1,0.5049844158575466,0,0.3285011993395803
2025-08-13,BBVA,16.025,0,1,0.5146892031008244,0,0.3414895872793188
2025-08-14,BBVA,16.345,0,1,0.5088402209754249,0,0.35421439023403484
2025-08-15,BBVA,16.48,0,1,0.5444196739262961,0,0.3642095139987313
2025-08-18,BBVA,16.36,0,1,0.5625444315906439,0,0.344619263176585
2025-08-19,BBVA,16.4,0,1,0.5745312323459276,0,0.34701115432911317
2025-08-20,BBVA,16.25,0,1,0.5775504946917962,0,0.3664767881206419
2025-08-21,BBVA,16.415,0,1,0.5606315861687057,0,0.3460174716205089
2025-08-22,BBVA,16.455,0,1,0.5808483519542705,0,0.3690731470740271
2025-08-25,BBVA,16.145,0,1,0.5986885119142585,0,0.359911401637325
2025-08-26,BBVA,15.845,0,1,0.5972969928235903,0,0.3630120225948899
2025-08-27,BBVA,15.53,0,1,0.5753693977336559,0,0.3367257790760817
